=== FINAL SESSION METRICS ===
Timestamp: 2026-03-28 14:29:40
Session Duration: 09:59:53
Total Orders: 1560
Total Trades: 1329
Total Fees: 17.4679 USDT
Final Balance: 31.06 USDT
Overall Win Rate: 36.5%
Average TPM: 2.22

=== ACTIVE ASSET LIST ===
ETHUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.07
BSVUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.18
GPSUSDT: Trades: 1 | Win%: 100.0% | PnL: 0.13
OGUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.17
CTSIUSDT: Trades: 2 | Win%: 0.0% | PnL: -0.32
CVXUSDT: Trades: 1 | Win%: 100.0% | PnL: 0.18
SAPIENUSDT: Trades: 4 | Win%: 50.0% | PnL: 0.24
LUNAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
REDUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.11
ACTUSDT: Trades: 5 | Win%: 40.0% | PnL: -0.36
RLSUSDT: Trades: 1 | Win%: 100.0% | PnL: 0.15
WAVESUSDT: Trades: 7 | Win%: 14.3% | PnL: -0.45
COPPERUSDT: Trades: 3 | Win%: 0.0% | PnL: -0.29
AWEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SYNUSDT: Trades: 1 | Win%: 100.0% | PnL: 0.19

=== CLOSED TRADE LOG ===
ID    ST   Symbol       Dir    Entry      TP1        Exit       PnL        Fees       Vol    1U H/L                 3U H/L                 6U H/L                 Reason    
1383  5M   METISUSDT    LONG   2.8554     N/A        2.8447     -0.0625    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1386  5M   APTUSDT      SHORT  0.9428     N/A        0.9424     0.0027     0.0062     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1390  5M   SAHARAUSDT   SHORT  0.0259     0.0258     0.0258     0.0335     0.0062     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1392  5M   VELVETUSDT   LONG   0.0798     0.0803     0.0807     0.1397     0.0062     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1378  5M   LAYERUSDT    LONG   0.0794     N/A        0.0792     -0.0525    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1361  5M   PLTRUSDT     LONG   141.7108   N/A        141.5558   -0.0202    0.0062     10     141.6300/141.6300      141.6300/141.6300      141.6300/141.5500      SL        
1375  5M   NOTUSDT      LONG   0.0004     0.0004     0.0004     0.0244     0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1325  20M  LYNUSDT      LONG   0.0500     0.0507     0.0506     0.2400     0.0068     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1324  15M  LYNUSDT      LONG   0.0500     0.0507     0.0506     0.2400     0.0068     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1301  5M   RVNUSDT      SHORT  0.0057     N/A        0.0057     -0.0666    0.0070     10     0.0057/0.0057          0.0057/0.0057          0.0057/0.0057          SL        
1359  10M  PIXELUSDT    SHORT  0.0083     N/A        0.0083     -0.0990    0.0064     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1376  5M   AEROUSDT     LONG   0.3292     N/A        0.3282     -0.0510    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1389  5M   HUSDT        LONG   0.0828     N/A        0.0828     0.0048     0.0062     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
1385  5M   UNIUSDT      LONG   3.4417     N/A        3.4337     -0.0349    0.0055     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1363  5M   JDUSDT       LONG   28.5943    N/A        28.4772    -0.0688    0.0064     10     28.5800/28.4900        28.5800/28.4900        28.5800/28.4600        SL        
1310  5M   WALUSDT      SHORT  0.0702     N/A        0.0704     -0.0641    0.0070     10     0.0703/0.0702          0.0703/0.0701          0.0703/0.0701          SL        
1373  5M   ASTRUSDT     LONG   0.0074     N/A        0.0074     -0.0554    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1299  5M   KAIAUSDT     SHORT  0.0461     N/A        0.0462     -0.0521    0.0070     10     0.0461/0.0461          0.0461/0.0461          0.0461/0.0461          SL        
1379  5M   NOMUSDT      SHORT  0.0027     N/A        0.0027     -0.3164    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          LIQ       
1377  5M   OLUSDT       SHORT  0.0118     N/A        0.0118     -0.0529    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1295  5M   IMXUSDT      SHORT  0.1484     0.1480     0.1479     0.0541     0.0070     10     0.1486/0.1483          0.1486/0.1476          0.1486/0.1476          TSL       
1370  5M   SANDUSDT     SHORT  0.0745     N/A        0.0746     -0.0360    0.0063     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1319  5M   MAVUSDT      LONG   0.0130     0.0131     0.0130     0.1093     0.0068     10     0.0129/0.0129          0.0129/0.0129          0.0131/0.0129          TSL       
1358  5M   JTOUSDT      SHORT  0.2973     N/A        0.2971     0.0040     0.0063     10     0.2977/0.2967          0.2977/0.2967          0.2981/0.2967          TSL       
1381  5M   ACNUSDT      SHORT  191.9540   N/A        192.4792   -0.0451    0.0061     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
796   20M  ACNUSDT      SHORT  191.9440   N/A        192.5693   -0.0996    0.0115     10     192.3600/192.0200      192.3600/191.8700      192.3600/191.8700      SL        
1332  5M   GUSDT        LONG   0.0035     N/A        0.0035     -0.0523    0.0068     10     0.0035/0.0035          0.0035/0.0035          0.0035/0.0035          SL        
1354  5M   LAUSDT       SHORT  0.1738     N/A        0.1742     -0.0404    0.0064     10     0.1741/0.1740          0.1744/0.1740          0.1744/0.1740          SL        
1312  5M   COAIUSDT     SHORT  0.2680     N/A        0.2687     -0.0530    0.0070     10     0.2682/0.2682          0.2682/0.2679          0.2682/0.2679          SL        
1347  15M  GRTUSDT      SHORT  0.0240     N/A        0.0241     -0.0393    0.0064     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1349  5M   ENSOUSDT     LONG   1.0854     N/A        1.0860     0.0048     0.0065     10     1.0863/1.0838          1.0877/1.0838          1.0877/1.0814          TSL       
1336  5M   BLESSUSDT    LONG   0.0049     N/A        0.0049     -0.0825    0.0068     10     0.0049/0.0049          0.0049/0.0049          0.0049/0.0049          SL        
1364  5M   KERNELUSDT   SHORT  0.0793     N/A        0.0796     -0.0587    0.0063     10     0.0795/0.0793          0.0796/0.0792          0.0796/0.0791          SL        
1366  10M  METAUSDT     SHORT  520.2797   N/A        520.7421   -0.0170    0.0062     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1314  5M   STABLEUSDT   LONG   0.0259     0.0260     0.0259     0.0294     0.0070     10     0.0259/0.0259          0.0259/0.0259          0.0259/0.0259          TSL       
1357  15M  FLOKIUSDT    SHORT  0.0000     N/A        0.0000     -0.0580    0.0064     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1331  5M   AXLUSDT      SHORT  0.0485     N/A        0.0486     -0.0379    0.0068     10     0.0486/0.0486          0.0486/0.0486          0.0488/0.0486          SL        
1276  5M   JCTUSDT      SHORT  0.0024     0.0024     0.0024     0.2056     0.0070     10     0.0024/0.0024          0.0024/0.0024          0.0024/0.0024          TSL       
1360  5M   METAUSDT     LONG   520.9604   N/A        520.5479   -0.0155    0.0062     10     520.8700/520.5500      520.8700/520.5500      520.8700/520.5500      SL        
1362  5M   LIGHTUSDT    LONG   0.1554     N/A        0.1546     -0.0840    0.0063     10     0.1554/0.1541          0.1554/0.1538          0.1554/0.1538          SL        
1348  5M   FLOKIUSDT    SHORT  0.0000     N/A        0.0000     -0.0354    0.0064     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1135  10M  APTUSDT      SHORT  0.9524     0.9408     0.9436     0.2225     0.0083     10     0.9539/0.9491          0.9539/0.9491          0.9539/0.9491          TSL       
1265  5M   MERLUSDT     SHORT  0.0250     0.0249     0.0249     0.1068     0.0071     10     0.0251/0.0250          0.0251/0.0250          0.0251/0.0248          TSL       
1136  10M  ZROUSDT      SHORT  2.0381     2.0210     2.0182     0.1826     0.0082     10     2.0466/2.0391          2.0488/2.0370          2.0527/2.0301          TSL       
1154  10M  AVAXUSDT     SHORT  8.9190     8.8710     8.8796     0.0987     0.0082     10     8.9390/8.9180          8.9410/8.9160          8.9410/8.9080          TSL       
1345  5M   FARTCOINUSDT SHORT  0.1719     N/A        0.1723     -0.0420    0.0064     10     0.1720/0.1718          0.1726/0.1718          0.1727/0.1718          SL        
1355  5M   IDOLUSDT     SHORT  0.0245     N/A        0.0245     -0.0453    0.0064     10     0.0245/0.0245          0.0246/0.0245          0.0246/0.0245          SL        
1340  10M  OPUSDT       SHORT  0.1046     N/A        0.1051     -0.0738    0.0064     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1339  10M  DOTUSDT      SHORT  1.2740     N/A        1.2801     -0.0830    0.0066     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1351  5M   BANANAUSDT   SHORT  3.2394     N/A        3.2483     -0.0471    0.0064     10     3.2490/3.2440          3.2490/3.2410          3.2530/3.2410          SL        
1241  5M   KASUSDT      SHORT  0.0351     0.0350     0.0350     0.0618     0.0071     10     0.0352/0.0351          0.0352/0.0351          0.0352/0.0350          TSL       
1250  5M   GUNUSDT      SHORT  0.0168     0.0166     0.0166     0.1835     0.0071     10     0.0169/0.0168          0.0169/0.0168          0.0169/0.0168          TSL       
1352  5M   MORPHOUSDT   SHORT  1.4956     N/A        1.4974     -0.0242    0.0066     10     1.4977/1.4975          1.4977/1.4947          1.4988/1.4946          SL        
1322  10M  XMRUSDT      SHORT  331.8540   N/A        332.6833   -0.0448    0.0066     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1266  10M  HOMEUSDT     SHORT  0.0189     0.0188     0.0188     0.0672     0.0070     10     0.0189/0.0189          0.0189/0.0188          0.0191/0.0188          TSL       
1342  5M   BABYUSDT     SHORT  0.0131     N/A        0.0131     -0.0494    0.0064     10     0.0131/0.0131          0.0132/0.0131          0.0132/0.0131          SL        
1346  5M   INTCUSDT     SHORT  43.1484    N/A        43.1943    -0.0202    0.0064     10     43.2000/43.1800        43.2000/43.1800        43.2000/43.1500        SL        
1249  5M   LAYERUSDT    LONG   0.0790     0.0794     0.0793     0.0646     0.0071     10     0.0791/0.0789          0.0791/0.0789          0.0791/0.0789          TSL       
1321  5M   TRXUSDT      LONG   0.3174     N/A        0.3168     -0.0315    0.0067     10     0.3175/0.3172          0.3175/0.3168          0.3175/0.3168          SL        
1333  5M   KMNOUSDT     SHORT  0.0173     0.0172     0.0172     0.0795     0.0068     10     0.0173/0.0172          0.0173/0.0172          0.0174/0.0172          TSL       
1343  5M   VELVETUSDT   SHORT  0.0790     N/A        0.0793     -0.0653    0.0064     10     0.0797/0.0791          0.0801/0.0791          0.0801/0.0791          SL        
1328  5M   SNXUSDT      LONG   0.2811     N/A        0.2805     -0.0435    0.0068     10     0.2809/0.2809          0.2809/0.2805          0.2809/0.2805          SL        
863   5M   BABYUSDT     LONG   0.0134     N/A        0.0131     -0.6208    0.0124     60     0.0134/0.0133          0.0134/0.0132          0.0134/0.0132          LIQ       
840   15M  LTCUSDT      LONG   54.9200    N/A        54.1146    -0.4898    0.0132     10     54.7500/54.5000        54.7500/54.3500        54.7500/54.2700        SL        
1141  10M  OGNUSDT      SHORT  0.0205     N/A        0.0205     0.0242     0.0083     10     0.0205/0.0205          0.0205/0.0205          0.0206/0.0205          TSL       
1262  20M  JCTUSDT      LONG   0.0025     N/A        0.0024     -0.3161    0.0071     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1326  5M   NIGHTUSDT    SHORT  0.0512     N/A        0.0515     -0.1159    0.0068     10     0.0515/0.0512          0.0516/0.0512          0.0519/0.0512          SL        
1159  15M  ACNUSDT      SHORT  191.7741   N/A        192.3392   -0.0664    0.0084     10     192.2300/191.8700      192.2300/191.8100      192.2300/191.8000      SL        
1234  5M   POWERUSDT    LONG   0.0800     N/A        0.0795     -0.1181    0.0074     10     0.0801/0.0797          0.0803/0.0796          0.0803/0.0796          SL        
1258  20M  SUNUSDT      SHORT  0.0172     N/A        0.0172     -0.0706    0.0071     20     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1257  15M  SUNUSDT      SHORT  0.0172     N/A        0.0172     -0.0654    0.0071     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1287  5M   CATIUSDT     SHORT  0.0497     0.0494     0.0495     0.0923     0.0070     10     0.0498/0.0498          0.0498/0.0497          0.0498/0.0493          TSL       
1337  5M   ACNUSDT      SHORT  191.7141   N/A        191.8492   -0.0156    0.0069     10     192.4100/191.8200      192.4100/191.8200      192.4600/191.8200      SL        
1320  5M   TOSHIUSDT    SHORT  0.0002     N/A        0.0002     -0.0403    0.0068     10     0.0002/0.0002          0.0002/0.0002          0.0002/0.0002          SL        
1264  5M   EWTUSDT      LONG   69.5820    N/A        69.4731    -0.0307    0.0070     100    69.5500/69.5100        69.5500/69.5100        69.5500/69.5100        SL        
1338  5M   AVGOUSDT     SHORT  298.5906   N/A        298.7899   -0.0155    0.0072     10     298.8200/298.7500      298.8200/298.7500      298.8200/298.7500      SL        
1316  5M   INXUSDT      SHORT  0.0113     N/A        0.0114     -0.1023    0.0070     10     0.0113/0.0113          0.0113/0.0113          0.0114/0.0113          SL        
1163  5M   SUSDT        SHORT  0.0417     N/A        0.0416     0.0174     0.0082     10     0.0417/0.0417          0.0417/0.0416          0.0418/0.0416          TSL       
1272  5M   PNUTUSDT     SHORT  0.0391     0.0390     0.0390     0.0607     0.0070     10     0.0392/0.0392          0.0392/0.0391          0.0392/0.0390          TSL       
1270  10M  ICPUSDT      SHORT  2.2729     2.2610     2.2628     0.0832     0.0070     10     2.2750/2.2690          2.2750/2.2570          2.2750/2.2570          TSL       
1286  5M   POLUSDT      SHORT  0.0926     0.0924     0.0924     0.0310     0.0070     10     0.0927/0.0926          0.0927/0.0922          0.0927/0.0921          TSL       
1284  5M   ETHFIUSDT    SHORT  0.4652     0.4634     0.4635     0.0621     0.0070     10     0.4657/0.4637          0.4657/0.4622          0.4657/0.4622          TSL       
1271  5M   APTUSDT      SHORT  0.9507     0.9468     0.9430     0.1051     0.0070     10     0.9523/0.9509          0.9523/0.9484          0.9523/0.9387          TSL       
1296  5M   QTUMUSDT     SHORT  0.8256     N/A        0.8281     -0.0564    0.0070     10     0.8270/0.8260          0.8270/0.8260          0.8280/0.8250          SL        
1186  20M  LINKUSDT     SHORT  8.6200     N/A        8.6134     0.0098     0.0069     10     8.6370/8.6220          8.6460/8.6170          8.6460/8.5890          TSL       
1313  5M   YBUSDT       SHORT  0.1070     N/A        0.1075     -0.0797    0.0070     10     0.1073/0.1071          0.1074/0.1070          0.1079/0.1070          SL        
1303  5M   AGLDUSDT     SHORT  0.2304     N/A        0.2311     -0.0596    0.0070     10     0.2306/0.2302          0.2306/0.2302          0.2315/0.2302          SL        
1298  5M   ACHUSDT      SHORT  0.0064     N/A        0.0064     -0.0471    0.0070     10     0.0064/0.0064          0.0064/0.0064          0.0064/0.0064          SL        
1280  5M   FILUSDT      SHORT  0.8248     0.8225     0.8223     0.0486     0.0070     10     0.8249/0.8232          0.8249/0.8197          0.8249/0.8197          TSL       
1289  5M   TRUMPUSDT    SHORT  3.0015     2.9940     2.9998     0.0252     0.0070     10     3.0050/3.0010          3.0050/2.9940          3.0050/2.9910          TSL       
1294  5M   SPACEUSDT    SHORT  0.0057     0.0056     0.0057     0.0338     0.0070     10     0.0057/0.0057          0.0057/0.0056          0.0057/0.0056          TSL       
1288  5M   VIRTUALUSDT  SHORT  0.6728     0.6710     0.6701     0.0569     0.0070     10     0.6736/0.6725          0.6736/0.6686          0.6736/0.6681          TSL       
1304  5M   EIGENUSDT    SHORT  0.1735     0.1732     0.1728     0.0494     0.0070     10     0.1737/0.1730          0.1737/0.1724          0.1737/0.1724          TSL       
1108  5M   AXLUSDT      LONG   0.0479     0.0482     0.0486     0.1960     0.0084     10     0.0479/0.0478          0.0480/0.0477          0.0481/0.0477          TSL       
1231  5M   PYTHUSDT     LONG   0.0379     0.0380     0.0382     0.0980     0.0074     10     0.0379/0.0379          0.0382/0.0379          0.0384/0.0379          TSL       
1259  5M   OLUSDT       SHORT  0.0118     0.0118     0.0118     0.0643     0.0071     10     0.0118/0.0118          0.0118/0.0118          0.0118/0.0118          TSL       
1260  5M   KAITOUSDT    SHORT  0.3937     0.3924     0.3929     0.0458     0.0071     10     0.3940/0.3940          0.3947/0.3937          0.3947/0.3924          TSL       
1300  5M   ICXUSDT      SHORT  0.0339     0.0338     0.0338     0.0458     0.0070     10     0.0339/0.0339          0.0339/0.0338          0.0339/0.0338          TSL       
1302  5M   DENTUSDT     SHORT  0.0002     N/A        0.0002     -0.0970    0.0070     10     0.0002/0.0002          0.0002/0.0002          0.0002/0.0002          SL        
1297  5M   BATUSDT      SHORT  0.0947     N/A        0.0951     -0.0881    0.0070     10     0.0950/0.0948          0.0950/0.0947          0.0955/0.0947          SL        
1308  5M   ANIMEUSDT    SHORT  0.0046     N/A        0.0046     0.0057     0.0070     10     0.0046/0.0046          0.0046/0.0046          0.0046/0.0046          TSL       
1309  5M   BROCCOLIUSDT SHORT  0.0119     N/A        0.0120     -0.0581    0.0070     10     0.0120/0.0119          0.0120/0.0119          0.0120/0.0119          SL        
1311  5M   LAUSDT       SHORT  0.1744     N/A        0.1743     0.0072     0.0070     10     0.1746/0.1746          0.1746/0.1740          0.1746/0.1740          TSL       
1278  5M   FORMUSDT     SHORT  0.2519     0.2512     0.2510     0.0521     0.0071     10     0.2521/0.2514          0.2521/0.2509          0.2521/0.2505          TSL       
1086  10M  MSTRUSDT     LONG   126.5332   N/A        126.1974   -0.0614    0.0086     10     126.7500/126.3800      126.7500/126.3800      126.7500/126.3800      SL        
1281  5M   PEOPLEUSDT   SHORT  0.0065     0.0065     0.0065     0.0569     0.0070     10     0.0065/0.0065          0.0065/0.0065          0.0065/0.0065          TSL       
1085  10M  TRUMPUSDT    LONG   3.0184     N/A        2.9957     -0.1657    0.0086     10     3.0250/3.0060          3.0250/3.0010          3.0250/2.9970          SL        
1269  5M   C98USDT      LONG   0.0254     N/A        0.0253     -0.0486    0.0070     10     0.0254/0.0254          0.0254/0.0254          0.0254/0.0253          SL        
1198  20M  MEUSDT       LONG   0.0991     N/A        0.0989     -0.0555    0.0079     10     0.0992/0.0990          0.0993/0.0990          0.0993/0.0988          SL        
1315  5M   IRYSUSDT     LONG   0.0204     N/A        0.0202     -0.1603    0.0070     10     0.0203/0.0203          0.0203/0.0201          0.0203/0.0200          SL        
1290  10M  VVVUSDT      LONG   6.1271     N/A        6.0744     -0.1541    0.0070     20     6.1210/6.0860          6.1210/6.0450          6.1210/6.0450          SL        
1197  5M   GLMUSDT      LONG   0.1315     N/A        0.1306     -0.1357    0.0079     20     0.1310/0.1308          0.1310/0.1308          0.1310/0.1308          SL        
1112  10M  XRPUSDT      LONG   1.3556     N/A        1.3474     -0.1276    0.0081     10     1.3554/1.3509          1.3554/1.3509          1.3554/1.3509          SL        
1292  5M   PUMPUSDT     SHORT  0.0017     N/A        0.0017     0.0073     0.0070     10     0.0017/0.0017          0.0017/0.0017          0.0017/0.0017          TSL       
1253  25M  TAOUSDT      LONG   322.4800   N/A        319.0681   -0.1912    0.0071     20     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1102  5M   SPXUSDT      LONG   0.2814     N/A        0.2780     -0.2587    0.0083     30     0.2809/0.2796          0.2809/0.2785          0.2809/0.2784          SL        
1263  25M  BSBUSDT      LONG   0.2123     N/A        0.2080     -0.3523    0.0070     20     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          LIQ       
1305  5M   KMNOUSDT     SHORT  0.0171     N/A        0.0172     -0.1679    0.0070     10     0.0172/0.0171          0.0174/0.0171          0.0174/0.0171          SL        
1291  5M   MYXUSDT      LONG   0.2555     N/A        0.2549     -0.0486    0.0070     10     0.2552/0.2550          0.2552/0.2540          0.2552/0.2534          SL        
1307  5M   BANUSDT      LONG   0.0571     N/A        0.0570     -0.0447    0.0070     10     0.0571/0.0569          0.0572/0.0568          0.0572/0.0568          SL        
1293  5M   LYNUSDT      SHORT  0.0495     N/A        0.0495     0.0197     0.0070     10     0.0496/0.0493          0.0500/0.0493          0.0500/0.0493          TSL       
1232  5M   INITUSDT     LONG   0.0796     N/A        0.0794     -0.0609    0.0074     10     0.0795/0.0795          0.0795/0.0795          0.0796/0.0795          SL        
1285  5M   ZROUSDT      SHORT  2.0173     2.0156     2.0164     0.0099     0.0073     10     2.0184/2.0143          2.0208/2.0143          2.0208/2.0057          TSL       
1306  5M   COWUSDT      SHORT  0.2009     N/A        0.2012     -0.0314    0.0070     10     0.2014/0.2011          0.2017/0.2011          0.2021/0.2011          SL        
1227  15M  PENGUUSDT    SHORT  0.0066     0.0065     0.0066     0.0547     0.0074     10     0.0066/0.0066          0.0066/0.0065          0.0066/0.0065          TSL       
1094  5M   MMTUSDT      LONG   0.1077     N/A        0.1078     0.0263     0.0086     10     0.1079/0.1074          0.1079/0.1074          0.1079/0.1072          TSL       
1268  5M   WLFIUSDT     LONG   0.1003     N/A        0.0999     -0.0665    0.0070     10     0.1001/0.1000          0.1001/0.0998          0.1001/0.0995          SL        
1274  5M   MSTRUSDT     LONG   126.4432   N/A        126.3174   -0.0211    0.0071     10     126.3900/126.3700      126.3900/126.3000      126.4200/126.1900      SL        
1228  5M   HUSDT        LONG   0.0829     N/A        0.0825     -0.0946    0.0074     10     0.0830/0.0828          0.0831/0.0828          0.0831/0.0825          SL        
1277  5M   POPCATUSDT   LONG   0.0480     N/A        0.0479     -0.0214    0.0070     10     0.0479/0.0479          0.0479/0.0478          0.0479/0.0476          SL        
1188  5M   DYDXUSDT     LONG   0.0945     0.0952     0.0966     0.2764     0.0079     10     0.0944/0.0942          0.0944/0.0941          0.0951/0.0941          TSL       
1185  15M  POWRUSDT     LONG   0.0599     0.0601     0.0602     0.0713     0.0079     10     0.0601/0.0599          0.0601/0.0599          0.0604/0.0599          TSL       
1267  5M   IPUSDT       SHORT  0.5535     N/A        0.5550     -0.0489    0.0070     10     0.5549/0.5539          0.5564/0.5537          0.5564/0.5523          SL        
1251  5M   EWJUSDT      SHORT  81.2194    N/A        81.4781    -0.0605    0.0072     10     81.4300/81.4300        81.4300/81.2700        81.4800/81.2700        SL        
1273  10M  GOOGLUSDT    SHORT  274.0229   N/A        274.4174   -0.0270    0.0066     10     274.4800/274.1700      274.4800/274.1700      274.4800/274.1700      SL        
1254  5M   B3USDT       SHORT  0.0004     N/A        0.0004     0.0185     0.0071     10     0.0004/0.0004          0.0004/0.0004          0.0004/0.0004          TSL       
842   15M  VELVETUSDT   SHORT  0.0794     0.0784     0.0772     0.6169     0.0121     60     0.0796/0.0794          0.0799/0.0794          0.0800/0.0794          TSL       
1239  5M   POWRUSDT     LONG   0.0602     0.0604     0.0603     0.0464     0.0071     10     0.0601/0.0601          0.0604/0.0601          0.0604/0.0601          TSL       
1226  5M   ATHUSDT      LONG   0.0071     N/A        0.0071     -0.0640    0.0074     10     0.0071/0.0071          0.0071/0.0071          0.0071/0.0071          SL        
696   20M  HYPEUSDT     LONG   40.1893    N/A        39.7790    -0.3137    0.0121     40     40.1990/39.9410        40.1990/39.8790        40.1990/39.8010        SL        
1256  5M   BANANAUSDT   LONG   3.2646     N/A        3.2577     -0.0411    0.0070     10     3.2620/3.2570          3.2620/3.2570          3.2620/3.2340          SL        
1255  5M   CAKEUSDT     LONG   1.3891     N/A        1.3870     -0.0306    0.0071     10     1.3883/1.3861          1.3883/1.3854          1.3883/1.3812          SL        
1252  5M   FLOKIUSDT    LONG   0.0000     N/A        0.0000     -0.0390    0.0071     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
1261  5M   EDENUSDT     LONG   0.0286     N/A        0.0284     -0.1680    0.0071     10     0.0286/0.0283          0.0288/0.0283          0.0288/0.0283          SL        
1245  5M   IOTAUSDT     LONG   0.0562     N/A        0.0560     -0.0585    0.0071     10     0.0562/0.0561          0.0562/0.0559          0.0562/0.0557          SL        
1240  5M   ACTUSDT      LONG   0.0123     0.0123     0.0123     0.0500     0.0071     10     0.0123/0.0123          0.0123/0.0123          0.0123/0.0123          TSL       
1237  5M   UBUSDT       SHORT  0.0280     N/A        0.0278     0.1219     0.0074     10     0.0282/0.0277          0.0282/0.0275          0.0285/0.0274          TSL       
1218  15M  ESPORTSUSDT  LONG   0.3720     N/A        0.3683     -0.1878    0.0074     10     0.3710/0.3700          0.3715/0.3617          0.3715/0.3617          SL        
1156  20M  VELVETUSDT   SHORT  0.0792     0.0786     0.0771     0.3382     0.0082     40     0.0795/0.0789          0.0795/0.0776          0.0796/0.0760          TSL       
1155  10M  VELVETUSDT   SHORT  0.0792     0.0784     0.0771     0.3646     0.0082     20     0.0795/0.0792          0.0795/0.0782          0.0795/0.0776          TSL       
1223  15M  LINKUSDT     SHORT  8.6160     N/A        8.6389     -0.0492    0.0069     10     8.6270/8.6170          8.6460/8.6090          8.6460/8.5890          SL        
1215  10M  MONUSDT      SHORT  0.0224     N/A        0.0225     -0.0910    0.0075     10     0.0224/0.0224          0.0224/0.0224          0.0229/0.0224          SL        
1243  5M   MONUSDT      SHORT  0.0223     N/A        0.0224     -0.0779    0.0071     10     0.0225/0.0224          0.0226/0.0224          0.0229/0.0224          SL        
